gwion            0.12884 +- 0.00140 seconds time elapsed  ( +-  1.08% )
wren            0.16733 +- 0.00126 seconds time elapsed  ( +-  0.75% )
lua             0.5662 +- 0.0228 seconds time elapsed  ( +-  4.04% )
python             1.9034 +- 0.0550 seconds time elapsed  ( +-  2.89% )
ruby              0.824 +- 0.123 seconds time elapsed  ( +- 14.96% )
horse64              3.318 +- 0.974 seconds time elapsed  ( +- 29.34% )
dictu             0.3697 +- 0.0380 seconds time elapsed  ( +- 10.28% )
vyse              0.826 +- 0.157 seconds time elapsed  ( +- 18.98% )
erlang 
